customer_id,age,income,tenure_months,recency_days,num_purchases_last_year,avg_order_value,web_visits_last_month,email_open_rate,email_click_rate,prev_campaigns_contacted,prev_campaign_response,discount_offered_pct,has_loyalty_card,contact_channel,channel_preference,region,device,customer_segment,responded
CUST-91238,44,28700.0,39,229,4,162.18,8,0.575,0.011,1,0,20,1,Email,Push,North,Mobile,New,1
CUST-91239,35,64000.0,31,31,4,62.54,2,0.248,0.028,0,0,25,0,SMS,SMS,East,Desktop,New,0
CUST-91240,52,35300.0,20,27,3,91.63,5,0.171,0.039,0,0,15,0,Email,Email,West,Desktop,Dormant,0
CUST-91241,35,30900.0,19,15,6,28.12,7,0.532,0.132,2,1,20,1,Email,Email,North,Desktop,Regular,1
CUST-91242,28,52100.0,10,44,2,197.13,8,0.526,0.058,3,0,15,1,Push,Push,South,Mobile,Dormant,0
CUST-91243,59,37700.0,4,20,1,100.3,6,0.365,0.175,3,0,10,1,Email,Email,North,Mobile,Regular,0
CUST-91244,49,100100.0,34,15,5,45.19,12,0.21,0.034,2,0,15,1,Push,SMS,South,Desktop,Regular,0
CUST-91245,43,19300.0,42,41,4,12.74,6,0.039,0.011,3,0,10,0,SMS,Push,East,Desktop,VIP,0
CUST-91246,52,67500.0,35,51,3,73.33,7,0.652,0.098,5,0,25,1,SMS,Email,South,Desktop,VIP,1
CUST-91247,54,72800.0,26,20,11,,4,0.471,0.211,1,0,20,1,Push,SMS,North,Mobile,Regular,0
CUST-91248,44,12000.0,18,88,3,92.1,7,0.326,0.16,2,1,20,0,Email,SMS,East,Mobile,Regular,0
CUST-91249,18,15600.0,67,31,6,39.96,7,0.394,0.082,5,0,20,0,Push,SMS,South,Desktop,Regular,1
CUST-91250,31,63800.0,30,6,5,81.72,7,0.31,0.121,2,0,25,0,Email,Email,East,Mobile,Regular,0
CUST-91251,34,41900.0,50,117,6,65.25,5,0.524,0.143,4,0,10,1,Email,Email,North,Tablet,Regular,1
CUST-91252,27,60100.0,22,14,7,19.8,6,0.408,0.144,4,0,5,0,Phone,Email,North,Desktop,Regular,0
CUST-91253,43,75900.0,39,40,1,82.7,6,0.641,0.238,3,0,20,1,Email,SMS,East,Mobile,Dormant,0
CUST-91254,55,44200.0,43,97,6,108.16,3,0.677,0.062,0,0,15,1,SMS,Email,East,Desktop,Regular,0
CUST-91255,34,29700.0,13,84,9,56.49,5,0.57,0.025,5,0,20,1,Email,SMS,North,Mobile,Regular,0
CUST-91256,25,12000.0,8,78,4,150.99,6,0.31,0.059,3,0,10,0,Email,SMS,East,Mobile,Regular,0
CUST-91257,66,56300.0,37,7,3,136.42,6,0.537,0.147,4,0,5,1,Push,Email,North,Mobile,Regular,0
CUST-91258,34,32500.0,46,63,7,54.65,6,0.66,0.002,1,0,25,1,Email,SMS,West,Tablet,Regular,1
CUST-91259,24,58600.0,37,67,6,66.87,3,0.457,0.093,4,0,25,0,Email,Email,East,Desktop,Regular,0
CUST-91260,43,56900.0,19,41,8,188.09,4,0.708,0.603,3,0,30,1,SMS,Email,South,Desktop,VIP,0
CUST-91261,46,22900.0,6,74,8,,10,0.489,0.112,3,0,15,1,Email,SMS,South,Desktop,VIP,0
CUST-91262,31,88200.0,14,158,4,35.2,4,0.213,0.081,4,1,15,1,Email,Push,East,Tablet,New,0
CUST-91263,50,74700.0,49,140,4,64.94,6,0.355,0.122,2,0,30,0,SMS,Push,South,Desktop,VIP,0
CUST-91264,34,69800.0,43,36,7,43.22,10,0.175,0.063,3,0,20,1,SMS,Push,West,Desktop,New,1
CUST-91265,28,,20,166,3,59.05,2,0.486,0.149,2,0,5,0,Email,Email,West,Mobile,Regular,1
CUST-91266,42,43400.0,43,210,3,11.28,6,0.269,0.129,2,0,20,0,Push,Email,East,Mobile,Regular,0
CUST-91267,50,40500.0,21,13,4,154.26,6,0.365,0.09,4,0,5,0,Email,Email,West,Tablet,New,0
CUST-91268,32,43300.0,12,52,3,52.4,6,0.597,0.157,5,0,25,0,Push,Push,East,Mobile,Dormant,0
CUST-91269,44,28400.0,25,136,2,101.57,10,0.448,0.108,1,1,5,0,SMS,SMS,South,Mobile,VIP,0
CUST-91270,39,61100.0,14,22,4,182.53,6,0.642,0.033,5,0,25,1,Phone,Phone,North,Mobile,New,0
CUST-91271,77,56800.0,45,31,4,69.73,3,0.236,0.031,2,0,20,1,Push,Push,East,Desktop,Dormant,0
CUST-91272,31,59700.0,14,187,2,154.72,5,0.763,0.091,2,0,5,1,SMS,Push,West,Mobile,New,0
CUST-91273,58,41400.0,29,23,0,98.2,9,0.155,0.035,2,0,15,0,Email,Email,West,Mobile,New,0
CUST-91274,39,79100.0,53,60,8,204.25,9,0.278,0.153,3,0,10,0,SMS,Email,West,Mobile,VIP,0
CUST-91275,38,55900.0,24,3,2,39.08,6,0.624,0.066,3,0,30,1,Email,Email,West,Mobile,Regular,0
CUST-91276,49,,13,148,3,91.61,7,0.227,0.022,1,0,30,1,Email,Push,West,Mobile,Dormant,0
CUST-91277,52,38600.0,47,13,3,9.91,4,0.61,0.278,4,1,5,1,Push,SMS,North,Tablet,Regular,1
CUST-91278,56,50800.0,34,77,4,153.56,3,0.056,0.022,5,0,20,0,Push,Push,South,Desktop,VIP,0
CUST-91279,44,72300.0,52,112,4,43.84,5,0.477,0.054,5,0,10,0,Push,Push,East,Desktop,New,0
CUST-91280,32,45700.0,23,53,8,39.23,4,0.68,0.102,3,0,20,0,Push,Email,North,Desktop,VIP,0
CUST-91281,33,,34,41,4,75.38,9,0.725,0.17,5,0,10,0,SMS,Push,South,Tablet,Dormant,0
CUST-91282,47,38100.0,22,45,3,176.77,1,0.408,0.064,6,0,30,0,Email,Push,South,Mobile,Dormant,0
CUST-91283,48,66000.0,36,53,1,97.86,7,0.41,0.082,3,0,10,1,Email,Email,East,Mobile,Regular,0
CUST-91284,58,42600.0,26,64,6,173.84,6,0.134,0.024,4,0,10,1,Email,Push,South,Mobile,Regular,0
CUST-91285,45,39300.0,18,15,4,95.95,11,0.387,0.066,2,0,5,0,Phone,SMS,West,Tablet,Dormant,0
CUST-91286,54,36400.0,9,39,4,99.18,6,0.493,0.251,3,0,20,0,Push,Email,West,Mobile,Dormant,0
CUST-91287,60,63700.0,14,73,3,63.76,4,0.726,0.248,4,0,10,0,Phone,Email,South,Mobile,Regular,0
CUST-91288,42,40800.0,19,14,8,157.75,4,0.273,0.06,0,0,5,1,Phone,SMS,East,Desktop,Regular,1
CUST-91289,21,16800.0,34,106,2,102.61,9,0.429,0.098,1,0,15,0,Email,Push,East,Mobile,Regular,0
CUST-91290,25,65100.0,35,207,5,74.38,3,0.895,0.249,2,1,25,1,Phone,SMS,East,Mobile,VIP,1
CUST-91291,21,37300.0,22,51,4,59.79,4,0.764,0.5,4,0,15,0,Email,SMS,North,Mobile,New,0
CUST-91292,61,59500.0,43,25,10,140.6,6,0.212,0.071,0,0,15,0,Email,Email,South,Tablet,Regular,0
CUST-91293,29,59800.0,72,41,6,56.1,6,0.555,0.166,1,0,30,1,Email,Phone,South,Tablet,New,0
CUST-91294,56,77300.0,19,59,4,96.67,8,0.438,0.013,1,0,20,0,SMS,Phone,North,Desktop,New,0
CUST-91295,48,73900.0,40,260,6,44.0,3,0.613,0.374,2,0,10,0,Email,Email,West,Desktop,Regular,0
CUST-91296,62,39900.0,33,107,4,129.02,9,0.497,0.026,1,0,5,0,Email,Email,West,Desktop,VIP,0
CUST-91297,53,48500.0,31,7,5,115.92,6,0.51,0.143,0,1,10,0,SMS,Email,North,Mobile,Regular,1
CUST-91298,39,24900.0,27,228,4,48.63,5,0.472,0.103,0,1,15,1,Email,Email,North,Mobile,Dormant,0
CUST-91299,37,87200.0,2,4,7,120.61,3,0.612,0.139,3,0,30,1,Email,Email,South,Desktop,Regular,1
CUST-91300,41,61300.0,50,8,4,10.04,3,0.557,0.096,4,0,5,0,Push,SMS,East,Mobile,Dormant,0
CUST-91301,42,81300.0,3,32,3,40.72,4,0.821,0.448,7,0,20,0,Email,SMS,West,Desktop,Regular,0
CUST-91302,33,45300.0,30,23,2,129.24,8,0.289,0.048,2,0,20,1,Email,Push,East,Tablet,Regular,1
CUST-91303,40,12000.0,43,21,4,35.33,4,0.406,0.144,2,0,30,1,Push,SMS,East,Mobile,Dormant,1
CUST-91304,61,84200.0,38,69,4,118.98,5,0.276,0.072,3,0,5,0,Email,SMS,West,Mobile,VIP,0
CUST-91305,18,54000.0,10,20,0,41.55,10,0.155,0.04,1,0,25,1,Push,Email,East,Mobile,Dormant,0
CUST-91306,43,54800.0,9,220,6,19.38,5,0.804,0.213,2,0,10,1,Push,Phone,North,Desktop,New,0
CUST-91307,28,,27,52,4,68.97,3,0.552,0.22,7,0,5,1,Push,SMS,North,Desktop,Regular,0
CUST-91308,42,65500.0,5,38,4,44.64,4,0.177,0.016,3,0,25,1,SMS,Email,East,Desktop,New,0
CUST-91309,51,63200.0,62,15,6,127.6,7,0.702,0.085,5,0,15,0,Push,Push,West,Mobile,New,1
CUST-91310,39,18600.0,68,1,3,,12,0.524,0.074,2,1,30,0,Push,Push,West,Desktop,Dormant,0
CUST-91311,50,74800.0,22,59,6,55.3,4,0.782,0.2,4,0,10,1,Email,SMS,East,Mobile,Regular,1
CUST-91312,19,40900.0,22,120,9,72.91,6,0.388,0.104,1,0,15,0,Email,SMS,South,Mobile,Regular,0
CUST-91313,54,42200.0,29,36,5,151.41,5,0.799,0.452,2,0,15,0,Phone,Email,South,Mobile,Regular,0
CUST-91314,32,88300.0,84,123,8,175.73,4,0.549,0.279,2,1,15,1,Email,Push,East,Tablet,Regular,1
CUST-91315,48,71300.0,11,36,4,38.49,6,0.333,0.113,2,0,20,0,Email,SMS,East,Mobile,Regular,1
CUST-91316,42,44900.0,13,25,4,27.89,7,0.325,0.084,1,1,10,0,SMS,Push,West,Mobile,Regular,1
CUST-91317,18,13000.0,34,4,5,169.44,8,0.613,0.199,1,0,5,1,Email,Push,North,Mobile,VIP,1
CUST-91318,30,55400.0,17,20,7,179.59,6,0.331,0.072,2,1,10,0,Email,Push,East,Mobile,Regular,0
CUST-91319,43,63300.0,44,136,1,17.01,4,0.265,0.178,2,0,15,1,Email,SMS,North,Mobile,Regular,0
CUST-91320,60,50300.0,90,16,2,43.76,12,0.105,0.056,6,1,20,0,SMS,Email,South,Mobile,Regular,0
CUST-91321,44,25800.0,43,60,2,59.19,8,0.544,0.048,3,1,10,0,Phone,SMS,South,Tablet,Dormant,0
CUST-91322,43,35400.0,15,7,8,37.55,4,0.267,0.021,0,0,10,0,Email,Email,West,Mobile,Regular,0
CUST-91323,22,,28,3,6,130.61,9,0.279,0.057,3,0,25,1,Push,SMS,North,Mobile,VIP,1
CUST-91324,59,56500.0,21,14,6,88.48,8,0.471,0.116,2,0,15,1,Push,Email,North,Desktop,New,0
CUST-91325,63,69200.0,10,68,4,65.97,7,0.44,0.048,0,0,20,1,Email,Email,East,Tablet,Regular,0
CUST-91326,40,73500.0,40,105,4,136.44,5,0.513,0.104,1,0,20,1,Push,Email,South,Desktop,Regular,0
CUST-91327,37,36600.0,59,221,5,108.18,3,0.68,0.123,2,0,10,0,Phone,Email,North,Mobile,Regular,0
CUST-91328,19,56900.0,38,37,3,109.69,5,0.541,0.223,2,0,20,0,Email,Push,East,Tablet,New,0
CUST-91329,51,63600.0,75,22,7,67.94,3,0.248,0.084,5,1,15,1,Email,Push,North,Mobile,New,0
CUST-91330,75,41300.0,13,104,5,37.58,8,0.582,0.198,7,0,20,0,SMS,SMS,North,Mobile,New,0
CUST-91331,49,48900.0,22,28,3,189.97,7,0.357,0.113,2,0,25,0,Email,SMS,North,Mobile,Dormant,0
CUST-91332,56,96600.0,7,115,7,61.54,7,0.909,0.483,4,1,5,1,Email,SMS,South,Desktop,Regular,0
CUST-91333,47,56300.0,28,21,4,41.16,4,0.573,0.174,1,0,15,1,Push,Phone,North,Desktop,Regular,0
CUST-91334,27,70500.0,60,29,6,67.68,9,0.8,0.259,1,1,20,0,Email,Push,North,Mobile,New,1
CUST-91335,57,42900.0,25,62,7,32.96,5,0.384,0.2,1,0,15,0,Email,Push,West,Mobile,Regular,0
CUST-91336,24,52900.0,19,63,3,31.89,7,0.746,0.263,1,0,10,1,Email,Email,West,Desktop,Dormant,0
CUST-91337,37,16000.0,42,99,5,82.93,4,0.347,0.085,1,0,20,0,Email,Email,West,Desktop,Dormant,0
CUST-91338,44,51500.0,58,46,3,16.84,8,0.33,0.058,4,0,25,0,Email,Push,South,Desktop,VIP,0
CUST-91339,51,77000.0,30,2,2,73.34,9,0.428,0.055,2,0,15,1,Email,Email,South,Mobile,VIP,0
CUST-91340,45,96100.0,24,8,4,67.35,8,0.318,0.058,5,0,25,1,SMS,SMS,West,Tablet,New,0
CUST-91341,45,77100.0,59,108,1,72.38,6,0.269,0.079,4,0,15,1,SMS,Email,East,Mobile,Regular,0
CUST-91342,30,66400.0,36,2,7,172.1,7,0.265,0.052,2,0,5,1,Email,Email,South,Desktop,New,0
CUST-91343,23,53100.0,62,50,2,50.08,3,0.905,0.191,5,0,25,0,Email,Email,South,Tablet,Regular,0
CUST-91344,41,39400.0,16,60,8,62.42,5,0.617,0.228,3,0,15,0,Push,Email,West,Mobile,Dormant,0
CUST-91345,31,48600.0,26,93,3,70.7,3,0.64,0.027,3,0,10,1,Email,Email,South,Mobile,Regular,0
CUST-91346,23,64900.0,16,99,1,30.18,6,0.428,0.187,2,1,5,1,Email,SMS,North,Mobile,VIP,0
CUST-91347,24,35500.0,6,64,5,68.9,3,0.419,0.145,2,0,15,0,Push,Push,East,Desktop,Regular,0
CUST-91348,34,71600.0,11,160,6,173.05,6,0.416,0.136,3,1,5,0,Push,Email,North,Desktop,Regular,0
CUST-91349,18,31300.0,38,6,4,69.77,6,0.311,0.124,1,0,20,1,Email,Phone,South,Mobile,Dormant,0
CUST-91350,22,14600.0,46,8,8,52.51,7,0.403,0.189,1,1,5,0,Push,Email,North,Mobile,New,0
CUST-91351,19,30700.0,21,44,6,157.75,7,0.728,0.221,4,0,15,1,SMS,Push,West,Mobile,New,0
CUST-91352,42,17000.0,18,27,5,57.45,6,0.588,0.113,6,0,15,1,Push,Email,South,Mobile,VIP,0
CUST-91353,45,23200.0,60,14,5,25.58,6,0.125,0.018,4,0,10,0,SMS,Email,East,Mobile,New,0
CUST-91354,66,75800.0,15,32,4,90.51,4,0.07,0.026,2,0,10,1,Push,Email,East,Desktop,VIP,0
CUST-91355,21,47800.0,38,96,10,193.83,8,0.165,0.06,7,0,15,0,Email,SMS,South,Mobile,Regular,0
CUST-91356,31,56600.0,9,27,3,87.0,3,0.563,0.223,4,1,5,1,SMS,SMS,South,Mobile,Dormant,1
CUST-91357,52,76300.0,5,73,7,76.94,3,0.674,0.224,5,0,10,0,Push,Push,West,Mobile,Regular,0
CUST-91358,37,78400.0,29,33,3,61.41,8,0.449,0.027,4,0,10,0,Email,Email,North,Mobile,Dormant,0
CUST-91359,36,41400.0,24,84,4,61.8,8,0.318,0.021,2,0,10,0,SMS,Email,South,Mobile,Regular,0
CUST-91360,62,79900.0,15,91,3,38.83,7,0.22,0.038,3,0,15,1,SMS,Push,North,Mobile,VIP,0
CUST-91361,36,60100.0,6,79,5,109.01,6,0.247,0.093,4,0,15,0,SMS,Push,East,Mobile,Dormant,0
CUST-91362,25,52100.0,31,11,5,46.53,8,0.513,0.214,2,0,15,0,Push,Push,East,Mobile,VIP,0
CUST-91363,23,61300.0,13,13,3,109.39,6,0.899,0.221,1,0,20,1,Push,SMS,North,Mobile,Regular,0
CUST-91364,44,22100.0,76,4,1,72.68,4,0.868,0.432,3,0,15,0,Push,Email,West,Mobile,New,0
CUST-91365,44,,37,119,3,32.59,7,0.48,0.127,2,0,20,0,SMS,SMS,West,Mobile,Dormant,0
CUST-91366,22,49700.0,16,1,8,120.8,9,0.915,0.119,8,1,25,0,SMS,Email,West,Mobile,Regular,1
CUST-91367,27,64800.0,10,14,7,91.74,6,0.661,0.091,0,0,10,1,SMS,Email,West,Mobile,Regular,0
CUST-91368,47,44200.0,25,12,4,55.74,4,0.481,0.177,1,0,20,0,Email,Phone,South,Desktop,Regular,0
CUST-91369,48,49300.0,15,30,6,183.84,2,0.213,0.011,2,0,5,0,Email,SMS,South,Mobile,Dormant,0
CUST-91370,32,72400.0,9,22,4,101.88,4,0.242,0.089,2,0,10,1,Push,Email,East,Desktop,Regular,0
CUST-91371,48,81600.0,40,42,10,90.17,9,0.64,0.058,7,0,5,1,SMS,Email,South,Desktop,Dormant,0
CUST-91372,47,68100.0,14,1,6,43.36,5,0.485,0.14,5,0,20,1,Email,Email,East,Mobile,Dormant,0
CUST-91373,18,78600.0,38,4,3,70.03,5,0.31,0.021,3,0,20,1,Email,Push,East,Mobile,Regular,1
CUST-91374,36,43500.0,16,100,1,82.8,5,0.473,0.017,1,0,25,0,Email,Push,North,Mobile,Regular,0
CUST-91375,45,45600.0,33,41,6,130.19,4,0.722,0.065,3,1,10,0,SMS,Email,South,Mobile,Dormant,0
CUST-91376,33,58700.0,31,3,8,131.07,9,0.175,0.027,4,0,30,1,Email,Email,South,Desktop,Regular,0
CUST-91377,18,45700.0,52,26,4,115.0,4,0.293,0.043,6,0,30,1,Email,SMS,South,Mobile,VIP,0
CUST-91378,36,41400.0,46,67,4,45.41,12,0.431,0.07,4,0,10,1,Email,Email,East,Mobile,Regular,0
CUST-91379,50,86700.0,12,9,7,28.17,7,0.258,0.139,3,0,15,0,SMS,SMS,North,Mobile,Dormant,0
CUST-91380,61,47800.0,46,20,6,61.88,7,0.562,0.193,0,0,5,0,Email,Push,West,Mobile,Regular,0
CUST-91381,18,31700.0,81,65,5,81.59,8,0.144,0.102,1,0,25,1,SMS,Email,West,Desktop,Regular,0
CUST-91382,74,62200.0,13,17,4,59.92,5,0.366,0.185,5,0,5,1,Phone,SMS,West,Mobile,Regular,0
CUST-91383,25,90600.0,43,42,2,56.02,9,0.244,0.014,2,0,5,0,Push,Push,East,Mobile,New,0
CUST-91384,52,53700.0,24,21,2,68.07,7,0.513,0.092,2,0,10,0,SMS,Email,South,Mobile,Regular,0
CUST-91385,56,77900.0,34,9,6,131.64,8,0.369,0.146,2,0,30,0,Email,Email,North,Mobile,VIP,0
CUST-91386,53,42800.0,119,81,6,44.78,10,0.775,0.377,2,0,15,1,Email,SMS,East,Mobile,Dormant,0
CUST-91387,42,41700.0,11,114,4,54.41,7,0.181,0.037,2,0,25,1,Email,Email,North,Desktop,Regular,0
CUST-91388,25,37500.0,28,20,4,84.72,5,0.599,0.192,3,0,5,0,Email,Email,South,Tablet,Regular,0
CUST-91389,48,49000.0,10,55,5,,6,0.5,0.164,5,0,20,0,Email,Email,South,Mobile,Regular,1
CUST-91390,31,90600.0,23,31,5,115.83,8,0.582,0.09,1,0,5,1,Email,SMS,East,Desktop,Dormant,1
CUST-91391,18,27700.0,48,29,4,79.16,6,0.136,0.063,3,1,15,1,SMS,SMS,East,Mobile,Regular,1
CUST-91392,77,86400.0,26,20,7,23.82,11,0.492,0.198,2,0,25,1,SMS,Email,West,Desktop,New,0
CUST-91393,49,30800.0,11,48,6,52.5,3,0.435,0.28,4,0,10,1,Email,Push,North,Mobile,VIP,0
CUST-91394,64,47100.0,50,19,3,25.41,3,0.279,0.221,5,1,25,1,Push,Email,East,Mobile,New,0
CUST-91395,28,69600.0,36,21,7,50.43,4,0.784,0.069,2,0,15,1,Email,Email,West,Mobile,Dormant,0
CUST-91396,59,65200.0,14,5,7,111.19,8,0.4,0.055,0,0,5,1,Email,Email,West,Desktop,Regular,1
CUST-91397,61,57900.0,37,90,3,120.01,6,0.724,0.097,3,1,5,1,SMS,Email,North,Mobile,New,1
CUST-91398,60,17400.0,4,281,1,70.28,2,0.479,0.106,3,0,30,0,Email,Email,South,Desktop,Regular,0
CUST-91399,40,59600.0,30,4,10,68.52,7,0.375,0.084,5,0,10,1,SMS,SMS,South,Mobile,Regular,0
CUST-91400,24,30500.0,21,83,5,242.57,9,0.272,0.063,3,1,5,0,Push,Push,South,Mobile,Regular,0
CUST-91401,38,105900.0,56,19,5,69.58,6,0.284,0.047,2,0,5,1,SMS,Email,North,Mobile,VIP,0
CUST-91402,18,47500.0,24,49,5,63.61,2,0.359,0.196,3,0,20,0,Email,Push,North,Desktop,VIP,0
CUST-91403,18,56000.0,5,113,6,87.33,3,0.568,0.025,5,0,5,0,Push,Email,South,Mobile,New,0
CUST-91404,41,27900.0,102,24,4,86.27,6,0.151,0.005,4,0,5,1,Phone,SMS,East,Tablet,New,0
CUST-91405,27,41900.0,27,46,4,39.91,5,0.694,0.019,4,0,5,0,SMS,Email,South,Mobile,Regular,0
CUST-91406,38,,30,202,1,152.19,2,0.341,0.112,3,0,10,0,Email,Push,North,Mobile,Regular,0
CUST-91407,39,72600.0,7,431,8,89.28,3,0.329,0.118,4,1,15,0,SMS,Push,West,Mobile,Dormant,0
CUST-91408,65,46500.0,80,2,4,97.17,4,0.158,0.031,3,0,15,0,Email,Phone,South,Desktop,Dormant,0
CUST-91409,57,63800.0,69,79,9,118.73,5,0.295,0.09,4,1,25,0,Email,Push,North,Mobile,Regular,1
CUST-91410,39,37600.0,65,265,7,35.38,7,0.491,0.027,1,0,20,0,Push,SMS,North,Mobile,New,0
CUST-91411,56,41500.0,37,59,4,,4,0.305,0.219,2,0,5,1,Push,SMS,South,Tablet,New,0
CUST-91412,30,79100.0,50,158,3,65.35,7,0.359,0.219,5,0,30,1,Email,Push,South,Desktop,Dormant,0
CUST-91413,36,31600.0,47,211,2,28.69,6,0.78,0.127,4,0,15,1,Push,Email,East,Mobile,Regular,0
CUST-91414,52,14200.0,7,18,5,104.4,3,0.589,0.032,0,0,5,1,SMS,SMS,North,Desktop,Dormant,0
CUST-91415,24,60500.0,62,33,0,30.62,5,0.387,0.152,3,0,5,0,Phone,Email,North,Desktop,Dormant,0
CUST-91416,36,28000.0,9,147,4,53.93,8,0.426,0.115,2,0,15,1,Email,Email,North,Tablet,New,0
CUST-91417,23,42800.0,41,23,6,42.53,11,0.155,0.092,4,0,25,0,Email,SMS,North,Desktop,Regular,0
CUST-91418,42,71100.0,47,99,4,117.39,6,0.553,0.05,0,1,15,1,Email,Email,South,Mobile,Dormant,0
CUST-91419,61,34800.0,5,174,6,150.67,7,0.227,0.06,5,1,20,0,Email,Email,East,Desktop,Regular,1
CUST-91420,30,70400.0,50,106,7,47.01,3,0.307,0.14,2,0,10,1,Phone,Push,North,Mobile,New,0
CUST-91421,43,37700.0,37,84,5,62.82,5,0.069,0.01,4,0,15,1,Phone,Phone,South,Mobile,Regular,0
CUST-91422,28,83300.0,34,28,2,36.27,6,0.349,0.039,2,0,15,0,Phone,Email,South,Mobile,Dormant,0
CUST-91423,25,79800.0,21,7,5,43.2,5,0.79,0.032,1,0,5,0,Push,Phone,East,Mobile,Dormant,0
CUST-91424,24,42100.0,31,6,8,45.57,4,0.386,0.057,4,1,15,0,Push,Email,South,Desktop,New,0
CUST-91425,59,47500.0,49,157,5,58.18,5,0.398,0.035,4,0,10,1,Push,Phone,North,Tablet,Regular,0
CUST-91426,71,34500.0,14,60,2,180.3,5,0.517,0.247,1,0,20,1,Push,Email,West,Desktop,VIP,0
CUST-91427,46,56200.0,10,90,7,164.23,5,0.453,0.164,6,1,10,1,SMS,Email,East,Mobile,VIP,1
CUST-91428,31,76100.0,53,39,1,12.0,6,0.297,0.012,4,0,20,1,Phone,SMS,East,Mobile,Regular,0
CUST-91429,49,21600.0,3,64,6,25.96,1,0.555,0.218,3,0,25,1,SMS,Email,South,Mobile,Regular,0
CUST-91430,36,71300.0,57,170,4,51.86,7,0.702,0.298,2,0,20,0,SMS,SMS,North,Mobile,Dormant,0
CUST-91431,50,24200.0,3,49,8,153.76,4,0.622,0.159,5,1,10,0,Email,Push,South,Desktop,Dormant,0
CUST-91432,44,33900.0,24,260,8,37.65,1,0.118,0.064,1,0,30,0,Push,Push,South,Mobile,New,0
CUST-91433,44,14500.0,61,1,1,40.57,5,0.362,0.157,5,0,30,0,Push,Email,North,Mobile,Dormant,0
CUST-91434,48,96200.0,57,198,1,124.88,4,0.159,0.047,3,0,5,0,Email,Email,West,Desktop,New,0
CUST-91435,32,53200.0,18,72,6,108.73,4,0.233,0.038,3,0,5,1,Push,Push,East,Desktop,New,0
CUST-91436,35,,50,2,3,89.01,8,0.589,0.333,6,0,20,1,Phone,SMS,South,Mobile,VIP,0
CUST-91437,18,37800.0,48,52,9,50.31,5,0.707,0.167,0,0,10,0,Phone,SMS,North,Mobile,Regular,0
CUST-91438,34,74400.0,1,17,7,80.19,8,0.803,0.097,7,0,30,0,SMS,Push,South,Mobile,Regular,0
CUST-91439,22,12000.0,36,140,8,99.51,5,0.528,0.189,3,0,20,0,Email,SMS,West,Mobile,Dormant,0
CUST-91440,38,52600.0,11,17,6,49.47,5,0.352,0.103,0,0,10,1,SMS,Email,South,Desktop,Regular,0
CUST-91441,28,98300.0,83,80,1,76.48,3,0.231,0.038,3,1,25,1,Push,SMS,East,Mobile,New,0
CUST-91442,41,44000.0,15,52,2,27.84,3,0.745,0.255,3,0,20,1,Push,Email,South,Tablet,New,1
CUST-91443,46,52400.0,85,4,4,71.84,6,0.322,0.032,4,0,10,1,Email,Email,North,Mobile,Dormant,0
CUST-91444,22,66100.0,40,11,2,51.81,10,0.158,0.077,3,1,25,0,Email,Push,South,Desktop,Regular,0
CUST-91445,29,35000.0,53,30,4,39.57,10,0.158,0.046,5,0,10,1,Push,Email,West,Tablet,Regular,0
CUST-91446,28,52500.0,49,109,5,116.43,5,0.337,0.085,4,1,15,0,SMS,SMS,East,Mobile,Dormant,0
CUST-91447,50,72200.0,37,20,3,61.37,5,0.735,0.452,2,0,10,0,Email,Email,South,Mobile,Regular,1
CUST-91448,62,56100.0,17,9,4,45.36,6,0.23,0.011,3,0,15,0,SMS,Email,North,Desktop,Regular,0
CUST-91449,51,59800.0,17,27,6,51.0,5,0.539,0.192,5,0,15,1,Email,SMS,North,Tablet,Regular,0
CUST-91450,35,44700.0,16,71,4,60.41,10,0.764,0.129,4,1,5,0,SMS,Phone,South,Mobile,Regular,0
CUST-91451,59,58600.0,10,31,0,81.18,7,0.499,0.224,1,0,25,0,Email,Push,North,Desktop,New,1
CUST-91452,20,,20,181,6,51.99,8,0.589,0.26,5,0,10,1,Push,SMS,South,Desktop,VIP,0
CUST-91453,59,82600.0,29,52,3,101.37,6,0.238,0.058,1,0,25,1,Phone,Push,North,Tablet,Regular,0
CUST-91454,31,67200.0,22,326,7,105.94,8,0.315,0.1,1,0,30,0,Email,Push,East,Desktop,New,0
CUST-91455,18,46900.0,53,134,3,76.67,6,0.486,0.215,4,0,5,0,Phone,Email,West,Mobile,Regular,0
CUST-91456,74,12000.0,22,32,7,35.45,9,0.591,0.268,5,1,5,0,Email,Push,South,Mobile,Regular,1
CUST-91457,61,67000.0,50,99,3,38.56,3,0.192,0.066,4,0,5,1,Email,Push,South,Mobile,New,1
CUST-91458,27,67900.0,37,37,5,65.14,6,0.707,0.174,3,0,20,1,Email,Phone,North,Mobile,Dormant,0
CUST-91459,42,32700.0,72,31,5,56.81,5,0.603,0.348,3,0,10,0,SMS,Email,North,Desktop,New,1
CUST-91460,37,12000.0,40,43,6,194.64,1,0.297,0.099,3,0,25,0,Email,SMS,South,Mobile,Regular,0
CUST-91461,41,28000.0,59,28,2,52.03,6,0.359,0.116,2,0,15,0,Push,Email,West,Mobile,Regular,0
CUST-91462,21,71400.0,46,51,6,134.78,3,0.43,0.158,1,0,25,1,Push,SMS,South,Mobile,VIP,0
CUST-91463,31,29600.0,28,90,6,29.47,8,0.245,0.116,4,0,10,0,Email,Email,South,Mobile,VIP,1
